Fecha,Precio_Apertura,Precio_Máximo,Precio_Mínimo,Precio_Cierre,Volumen,Variabilidad,Precio_Promedio
31/12/2015,426.0,433.0,419.0,431.0,45996600,5.0,1
1/01/2016,431.0,436.0,428.0,434.0,36278900,3.0,1
2/01/2016,435.0,436.0,432.0,433.0,30096600,-2.0,0
3/01/2016,434.0,434.0,425.0,430.0,39633800,-4.0,0
4/01/2016,430.0,435.0,429.0,433.0,38477500,3.0,1
5/01/2016,433.0,434.0,430.0,432.0,34522600,-1.0,0
6/01/2016,432.0,432.0,426.0,429.0,34042500,-3.0,0
7/01/2016,430.0,459.0,429.0,458.0,87562200,28.0,1
8/01/2016,458.0,463.0,448.0,453.0,56993000,-5.0,0
9/01/2016,453.0,455.0,447.0,448.0,32278000,-5.0,0
10/01/2016,448.0,448.0,440.0,448.0,35995900,0.0,0
11/01/2016,449.0,451.0,444.0,448.0,40450000,-1.0,0
12/01/2016,448.0,448.0,436.0,436.0,115607000,-12.0,0
13/01/2016,435.0,435.0,424.0,432.0,173888000,-3.0,0
14/01/2016,432.0,433.0,428.0,430.0,43945500,-2.0,0
15/01/2016,430.0,430.0,364.0,364.0,153351008,-66.0,0
16/01/2016,365.0,391.0,355.0,388.0,120352000,23.0,1
17/01/2016,387.0,391.0,380.0,382.0,45319600,-5.0,0
18/01/2016,382.0,388.0,377.0,387.0,54403900,5.0,1
19/01/2016,387.0,388.0,379.0,380.0,46819800,-7.0,0
20/01/2016,380.0,425.0,377.0,420.0,121720000,40.0,1
21/01/2016,420.0,423.0,406.0,410.0,68338000,-10.0,0
22/01/2016,410.0,410.0,375.0,382.0,91546600,-28.0,0
23/01/2016,382.0,395.0,382.0,387.0,56247400,5.0,1
24/01/2016,388.0,405.0,388.0,403.0,54824800,15.0,1
25/01/2016,402.0,402.0,389.0,392.0,59062400,-10.0,0
26/01/2016,392.0,398.0,391.0,392.0,58147000,0.0,0
27/01/2016,392.0,397.0,392.0,395.0,47424400,3.0,1
28/01/2016,395.0,396.0,380.0,380.0,59247900,-15.0,0
29/01/2016,380.0,384.0,365.0,379.0,86125296,-1.0,0
30/01/2016,379.0,381.0,376.0,378.0,30284400,-1.0,0
31/01/2016,378.0,380.0,368.0,369.0,37894300,-9.0,0
1/02/2016,369.0,378.0,368.0,373.0,51656700,4.0,1
2/02/2016,373.0,376.0,373.0,374.0,40378700,1.0,1
3/02/2016,375.0,375.0,368.0,370.0,45933400,-5.0,0
4/02/2016,370.0,392.0,370.0,390.0,69285504,20.0,1
5/02/2016,389.0,391.0,386.0,387.0,43825000,-2.0,0
6/02/2016,387.0,387.0,372.0,377.0,49249300,-10.0,0
7/02/2016,377.0,381.0,375.0,377.0,37076300,0.0,0
8/02/2016,377.0,380.0,373.0,373.0,47671100,-4.0,0
9/02/2016,373.0,377.0,373.0,376.0,55318500,3.0,1
10/02/2016,376.0,385.0,376.0,382.0,85130896,6.0,1
11/02/2016,382.0,383.0,376.0,380.0,74375600,-2.0,0
12/02/2016,380.0,385.0,380.0,384.0,67042800,4.0,1
13/02/2016,385.0,392.0,385.0,392.0,61911700,7.0,1
14/02/2016,393.0,407.0,393.0,407.0,74469800,14.0,1
15/02/2016,408.0,410.0,398.0,400.0,74070496,-8.0,0
16/02/2016,401.0,409.0,401.0,407.0,73093104,6.0,1
17/02/2016,408.0,421.0,407.0,416.0,83193600,8.0,1
18/02/2016,417.0,426.0,416.0,422.0,76752600,5.0,1
19/02/2016,423.0,423.0,418.0,421.0,55711300,-2.0,0
20/02/2016,422.0,442.0,422.0,437.0,93992096,15.0,1
21/02/2016,438.0,448.0,429.0,439.0,89820704,1.0,1
22/02/2016,439.0,439.0,433.0,438.0,85385200,-1.0,0
23/02/2016,438.0,440.0,418.0,421.0,85244896,-17.0,0
24/02/2016,421.0,426.0,414.0,425.0,67743696,4.0,1
25/02/2016,425.0,428.0,420.0,425.0,70798000,0.0,0
26/02/2016,425.0,432.0,422.0,432.0,61486000,7.0,1
27/02/2016,433.0,434.0,428.0,433.0,41893600,0.0,0
28/02/2016,433.0,436.0,424.0,434.0,53033400,1.0,1
29/02/2016,433.0,442.0,432.0,438.0,60694700,5.0,1
1/03/2016,438.0,440.0,432.0,435.0,74895800,-3.0,0
2/03/2016,435.0,436.0,424.0,424.0,74955296,-11.0,0
3/03/2016,424.0,425.0,419.0,422.0,100484000,-2.0,0
4/03/2016,422.0,425.0,411.0,411.0,90856096,-11.0,0
5/03/2016,411.0,411.0,394.0,401.0,135384992,-10.0,0
6/03/2016,401.0,412.0,396.0,408.0,91212496,7.0,1
7/03/2016,408.0,416.0,406.0,414.0,85762400,6.0,1
8/03/2016,414.0,416.0,411.0,414.0,70311696,0.0,0
9/03/2016,414.0,416.0,412.0,415.0,70012304,1.0,1
10/03/2016,415.0,418.0,413.0,417.0,81022896,2.0,1
11/03/2016,417.0,424.0,417.0,422.0,73969696,5.0,1
12/03/2016,422.0,422.0,410.0,412.0,92712896,-10.0,0
13/03/2016,412.0,417.0,412.0,414.0,74322800,2.0,1
14/03/2016,414.0,417.0,414.0,416.0,95259400,2.0,1
15/03/2016,416.0,418.0,415.0,417.0,66781700,1.0,1
16/03/2016,417.0,418.0,416.0,417.0,65185800,0.0,0
17/03/2016,418.0,421.0,418.0,421.0,83528600,3.0,1
18/03/2016,421.0,421.0,406.0,410.0,104940000,-11.0,0
19/03/2016,409.0,411.0,407.0,410.0,58423000,1.0,1
20/03/2016,410.0,415.0,410.0,414.0,45947900,4.0,1
21/03/2016,413.0,413.0,410.0,413.0,61655400,0.0,0
22/03/2016,413.0,418.0,413.0,418.0,66813300,5.0,1
23/03/2016,418.0,419.0,417.0,418.0,61444200,0.0,0
24/03/2016,418.0,419.0,415.0,416.0,68346704,-2.0,0
25/03/2016,417.0,418.0,416.0,417.0,52560000,0.0,0
26/03/2016,417.0,419.0,416.0,418.0,44650400,1.0,1
27/03/2016,418.0,429.0,418.0,427.0,71229400,9.0,1
28/03/2016,427.0,427.0,423.0,424.0,68522800,-3.0,0
29/03/2016,424.0,426.0,413.0,417.0,75411504,-7.0,0
30/03/2016,417.0,417.0,412.0,415.0,66034100,-2.0,0
31/03/2016,415.0,418.0,415.0,417.0,60215200,2.0,1
1/04/2016,417.0,418.0,416.0,418.0,51235700,1.0,1
2/04/2016,418.0,422.0,418.0,421.0,45681200,3.0,1
3/04/2016,421.0,422.0,420.0,421.0,38053700,0.0,0
4/04/2016,421.0,422.0,420.0,421.0,50634300,0.0,0
5/04/2016,421.0,424.0,421.0,424.0,60718000,3.0,1
6/04/2016,424.0,425.0,423.0,423.0,59091000,-1.0,0
7/04/2016,424.0,424.0,421.0,423.0,57858600,-1.0,0
8/04/2016,423.0,425.0,420.0,420.0,63454700,-3.0,0
9/04/2016,421.0,421.0,417.0,419.0,49792700,-2.0,0
10/04/2016,420.0,422.0,419.0,422.0,73478600,2.0,1
11/04/2016,422.0,423.0,421.0,422.0,50747500,0.0,0
12/04/2016,423.0,427.0,423.0,425.0,70728800,2.0,1
13/04/2016,426.0,427.0,423.0,424.0,69060400,-2.0,0
14/04/2016,424.0,425.0,423.0,424.0,45281000,0.0,0
15/04/2016,424.0,430.0,424.0,430.0,54801500,6.0,1
16/04/2016,430.0,433.0,429.0,431.0,39392800,1.0,1
17/04/2016,431.0,431.0,426.0,427.0,52125900,-4.0,0
18/04/2016,428.0,429.0,427.0,429.0,55670900,1.0,1
19/04/2016,429.0,436.0,428.0,436.0,52810500,7.0,1
20/04/2016,435.0,443.0,434.0,441.0,72890096,6.0,1
21/04/2016,441.0,451.0,441.0,449.0,68204704,8.0,1
22/04/2016,450.0,450.0,444.0,446.0,58804400,-4.0,0
23/04/2016,446.0,450.0,444.0,450.0,50485400,4.0,1
24/04/2016,451.0,460.0,449.0,459.0,68198400,8.0,1
25/04/2016,459.0,467.0,454.0,461.0,87091800,2.0,1
26/04/2016,462.0,468.0,462.0,466.0,78971904,4.0,1
27/04/2016,466.0,467.0,444.0,445.0,93564896,-21.0,0
28/04/2016,445.0,450.0,437.0,449.0,74064704,4.0,1
29/04/2016,449.0,455.0,446.0,455.0,49258500,6.0,1
30/04/2016,455.0,456.0,448.0,448.0,69322600,-7.0,0
1/05/2016,448.0,452.0,448.0,452.0,40660100,4.0,1
2/05/2016,452.0,452.0,442.0,445.0,92127000,-7.0,0
3/05/2016,445.0,451.0,443.0,450.0,59366400,5.0,1
4/05/2016,450.0,450.0,446.0,447.0,50407300,-3.0,0
5/05/2016,447.0,449.0,446.0,448.0,50440800,1.0,1
6/05/2016,448.0,461.0,447.0,460.0,72796800,12.0,1
7/05/2016,460.0,461.0,457.0,459.0,38364500,-1.0,0
8/05/2016,458.0,459.0,456.0,459.0,40315000,1.0,1
9/05/2016,458.0,462.0,457.0,460.0,55493100,2.0,1
10/05/2016,461.0,462.0,449.0,451.0,58956100,-10.0,0
11/05/2016,451.0,455.0,451.0,453.0,50605200,2.0,1
12/05/2016,452.0,455.0,449.0,455.0,59849300,3.0,1
13/05/2016,455.0,457.0,453.0,456.0,60845000,1.0,1
14/05/2016,456.0,457.0,455.0,456.0,37209000,0.0,0
15/05/2016,456.0,459.0,455.0,458.0,28514000,2.0,1
16/05/2016,458.0,458.0,453.0,454.0,59171500,-4.0,0
17/05/2016,454.0,455.0,454.0,454.0,64100300,0.0,0
18/05/2016,454.0,456.0,453.0,455.0,86850096,1.0,1
19/05/2016,455.0,455.0,439.0,439.0,96027400,-16.0,0
20/05/2016,438.0,444.0,437.0,443.0,81987904,5.0,1
21/05/2016,443.0,444.0,442.0,443.0,42762300,0.0,0
22/05/2016,443.0,443.0,439.0,439.0,39657600,-4.0,0
23/05/2016,439.0,444.0,439.0,444.0,50582500,5.0,1
24/05/2016,444.0,447.0,444.0,446.0,65783100,2.0,1
25/05/2016,446.0,450.0,446.0,450.0,65231000,4.0,1
26/05/2016,450.0,454.0,448.0,453.0,65203800,3.0,1
27/05/2016,454.0,478.0,454.0,473.0,164780992,19.0,1
28/05/2016,473.0,533.0,473.0,530.0,181199008,57.0,1
29/05/2016,527.0,554.0,512.0,526.0,148736992,-1.0,0
30/05/2016,528.0,544.0,523.0,534.0,87958704,6.0,1
31/05/2016,534.0,547.0,521.0,531.0,138450000,-3.0,0
1/06/2016,531.0,543.0,526.0,537.0,86061800,6.0,1
2/06/2016,537.0,540.0,533.0,538.0,60378200,1.0,1
3/06/2016,538.0,575.0,537.0,569.0,122020000,31.0,1
4/06/2016,570.0,590.0,564.0,573.0,94925296,3.0,1
5/06/2016,573.0,583.0,569.0,575.0,68874096,2.0,1
6/06/2016,575.0,586.0,575.0,586.0,72138896,11.0,1
7/06/2016,585.0,590.0,568.0,577.0,107770000,-8.0,0
8/06/2016,577.0,583.0,573.0,582.0,80265800,5.0,1
9/06/2016,582.0,582.0,571.0,575.0,71301000,-7.0,0
10/06/2016,576.0,579.0,573.0,577.0,66991900,1.0,1
11/06/2016,579.0,607.0,579.0,607.0,82357000,28.0,1
12/06/2016,610.0,685.0,607.0,673.0,277084992,63.0,1
13/06/2016,672.0,716.0,664.0,704.0,243295008,32.0,1
14/06/2016,705.0,705.0,663.0,686.0,186694000,-19.0,0
15/06/2016,686.0,696.0,673.0,694.0,99223800,8.0,1
16/06/2016,697.0,774.0,697.0,766.0,271633984,69.0,1
17/06/2016,768.0,775.0,717.0,749.0,363320992,-19.0,0
18/06/2016,749.0,778.0,734.0,756.0,252718000,7.0,1
19/06/2016,757.0,767.0,746.0,764.0,136184992,7.0,1
20/06/2016,764.0,764.0,733.0,737.0,174511008,-27.0,0
21/06/2016,736.0,736.0,639.0,667.0,309944000,-69.0,0
22/06/2016,666.0,679.0,587.0,596.0,266392992,-70.0,0
23/06/2016,597.0,629.0,558.0,624.0,253462000,27.0,1
24/06/2016,626.0,682.0,625.0,665.0,224316992,39.0,1
25/06/2016,665.0,692.0,647.0,665.0,126656000,0.0,0
26/06/2016,666.0,666.0,617.0,629.0,109225000,-37.0,0
27/06/2016,629.0,655.0,621.0,655.0,122134000,26.0,1
28/06/2016,658.0,659.0,638.0,647.0,138384992,-11.0,0
29/06/2016,644.0,645.0,628.0,640.0,142456000,-4.0,0
30/06/2016,641.0,675.0,637.0,673.0,138980000,32.0,1
1/07/2016,673.0,686.0,670.0,676.0,134431008,3.0,1
2/07/2016,677.0,704.0,676.0,704.0,112354000,27.0,1
3/07/2016,705.0,705.0,649.0,659.0,129512000,-46.0,0
4/07/2016,659.0,684.0,651.0,684.0,92008400,25.0,1
5/07/2016,683.0,683.0,665.0,671.0,130476000,-12.0,0
6/07/2016,670.0,682.0,670.0,677.0,134960992,7.0,1
7/07/2016,678.0,682.0,612.0,641.0,258091008,-37.0,0
8/07/2016,641.0,667.0,636.0,667.0,141970000,26.0,1
9/07/2016,666.0,666.0,633.0,651.0,180536000,-15.0,0
10/07/2016,651.0,652.0,641.0,649.0,102532000,-2.0,0
11/07/2016,648.0,660.0,645.0,648.0,107910000,0.0,0
12/07/2016,648.0,675.0,647.0,665.0,138172992,17.0,1
13/07/2016,665.0,669.0,654.0,654.0,131449000,-11.0,0
14/07/2016,653.0,663.0,653.0,658.0,98511400,5.0,1
15/07/2016,659.0,667.0,659.0,663.0,81673104,4.0,1
16/07/2016,664.0,666.0,659.0,661.0,50330200,-3.0,0
17/07/2016,662.0,682.0,662.0,679.0,74407904,17.0,1
18/07/2016,680.0,682.0,669.0,673.0,69465000,-7.0,0
19/07/2016,673.0,673.0,668.0,673.0,61203300,0.0,0
20/07/2016,673.0,673.0,663.0,666.0,94636400,-7.0,0
21/07/2016,665.0,666.0,660.0,665.0,60491800,0.0,0
22/07/2016,665.0,667.0,647.0,651.0,134169000,-14.0,0
23/07/2016,651.0,656.0,649.0,656.0,69532200,5.0,1
24/07/2016,655.0,663.0,653.0,661.0,118184000,6.0,1
25/07/2016,661.0,662.0,653.0,654.0,78176496,-7.0,0
26/07/2016,654.0,656.0,646.0,652.0,225135008,-2.0,0
27/07/2016,652.0,657.0,648.0,654.0,147460992,2.0,1
28/07/2016,654.0,658.0,654.0,655.0,86428400,1.0,1
29/07/2016,655.0,658.0,655.0,657.0,60703500,2.0,1
30/07/2016,657.0,658.0,654.0,655.0,38456100,-2.0,0
31/07/2016,655.0,655.0,624.0,625.0,110818000,-30.0,0
1/08/2016,625.0,626.0,606.0,606.0,121887000,-19.0,0
2/08/2016,606.0,613.0,531.0,547.0,330932992,-59.0,0
3/08/2016,549.0,573.0,542.0,566.0,207982000,17.0,1
4/08/2016,566.0,579.0,566.0,578.0,125292000,12.0,1
5/08/2016,578.0,578.0,570.0,575.0,66127900,-3.0,0
6/08/2016,575.0,588.0,569.0,588.0,80797296,13.0,1
7/08/2016,588.0,598.0,587.0,593.0,82398400,5.0,1
8/08/2016,593.0,593.0,588.0,591.0,61194100,-2.0,0
9/08/2016,591.0,591.0,585.0,588.0,92228096,-3.0,0
10/08/2016,588.0,600.0,586.0,592.0,102905000,4.0,1
11/08/2016,592.0,598.0,589.0,589.0,74514400,-3.0,0
12/08/2016,589.0,590.0,584.0,588.0,69218000,-1.0,0
13/08/2016,587.0,590.0,585.0,586.0,43563000,-1.0,0
14/08/2016,586.0,586.0,565.0,570.0,60851100,-16.0,0
15/08/2016,570.0,574.0,563.0,567.0,57262300,-3.0,0
16/08/2016,567.0,582.0,567.0,577.0,58405200,10.0,1
17/08/2016,578.0,581.0,571.0,573.0,54443000,-5.0,0
18/08/2016,574.0,578.0,573.0,574.0,59896600,0.0,0
19/08/2016,574.0,578.0,574.0,576.0,50631600,2.0,1
20/08/2016,576.0,583.0,575.0,582.0,45301400,6.0,1
21/08/2016,582.0,584.0,580.0,581.0,38299400,-1.0,0
22/08/2016,581.0,588.0,581.0,587.0,72844000,6.0,1
23/08/2016,587.0,589.0,582.0,583.0,85349200,-4.0,0
24/08/2016,583.0,584.0,580.0,580.0,56328200,-3.0,0
25/08/2016,580.0,580.0,575.0,578.0,136130000,-2.0,0
26/08/2016,578.0,581.0,577.0,580.0,48856800,2.0,1
27/08/2016,579.0,580.0,569.0,570.0,59698300,-9.0,0
28/08/2016,570.0,574.0,570.0,574.0,86301600,4.0,1
29/08/2016,574.0,576.0,573.0,574.0,110398000,0.0,0
30/08/2016,574.0,578.0,574.0,578.0,70342400,4.0,1
31/08/2016,578.0,578.0,574.0,575.0,75840896,-3.0,0
1/09/2016,576.0,576.0,572.0,572.0,76923400,-4.0,0
2/09/2016,572.0,576.0,571.0,576.0,79910800,4.0,1
3/09/2016,576.0,600.0,574.0,598.0,159014000,22.0,1
4/09/2016,599.0,612.0,597.0,609.0,97942896,10.0,1
5/09/2016,609.0,609.0,602.0,607.0,82446800,-2.0,0
6/09/2016,607.0,611.0,605.0,610.0,78529104,3.0,1
7/09/2016,611.0,615.0,609.0,615.0,75032400,4.0,1
8/09/2016,615.0,629.0,614.0,626.0,86713000,11.0,1
9/09/2016,626.0,627.0,620.0,623.0,64550200,-3.0,0
10/09/2016,623.0,625.0,622.0,624.0,45016800,1.0,1
11/09/2016,623.0,629.0,601.0,607.0,73610800,-16.0,0
12/09/2016,607.0,608.0,605.0,608.0,72812304,1.0,1
13/09/2016,608.0,611.0,607.0,609.0,86920600,1.0,1
14/09/2016,609.0,612.0,608.0,611.0,47877700,2.0,1
15/09/2016,611.0,611.0,607.0,607.0,59464600,-4.0,0
16/09/2016,607.0,609.0,607.0,607.0,64963400,0.0,0
17/09/2016,607.0,608.0,605.0,606.0,37140300,-1.0,0
18/09/2016,606.0,610.0,606.0,610.0,48679400,4.0,1
19/09/2016,610.0,611.0,608.0,609.0,54796400,-1.0,0
20/09/2016,609.0,610.0,608.0,608.0,72710896,-1.0,0
21/09/2016,604.0,604.0,596.0,597.0,82776200,-7.0,0
22/09/2016,597.0,598.0,596.0,596.0,67085300,-1.0,0
23/09/2016,596.0,603.0,596.0,603.0,51067000,7.0,1
24/09/2016,603.0,605.0,602.0,603.0,35359500,0.0,0
25/09/2016,603.0,603.0,600.0,601.0,33977800,-2.0,0
26/09/2016,601.0,608.0,600.0,608.0,59153800,7.0,1
27/09/2016,608.0,608.0,604.0,606.0,49422400,-2.0,0
28/09/2016,606.0,607.0,605.0,605.0,48722600,-1.0,0
29/09/2016,605.0,607.0,605.0,606.0,55658600,1.0,1
30/09/2016,606.0,610.0,604.0,610.0,56122400,4.0,1
1/10/2016,610.0,615.0,610.0,614.0,56357000,4.0,1
2/10/2016,614.0,614.0,610.0,611.0,39249800,-3.0,0
3/10/2016,611.0,613.0,610.0,612.0,46798300,1.0,1
4/10/2016,612.0,612.0,609.0,610.0,49801600,-2.0,0
5/10/2016,610.0,614.0,610.0,613.0,68077504,3.0,1
6/10/2016,612.0,614.0,611.0,613.0,56812100,1.0,1
7/10/2016,613.0,618.0,612.0,617.0,64071400,4.0,1
8/10/2016,617.0,620.0,617.0,619.0,42345900,2.0,1
9/10/2016,619.0,619.0,617.0,617.0,39243400,-2.0,0
10/10/2016,617.0,621.0,616.0,619.0,67481104,2.0,1
11/10/2016,619.0,642.0,619.0,641.0,103590000,22.0,1
12/10/2016,641.0,641.0,636.0,636.0,92370200,-5.0,0
13/10/2016,636.0,639.0,635.0,637.0,61620700,1.0,1
14/10/2016,637.0,641.0,637.0,640.0,58144600,3.0,1
15/10/2016,640.0,642.0,637.0,639.0,39035400,-1.0,0
16/10/2016,639.0,643.0,639.0,642.0,40298100,3.0,1
17/10/2016,642.0,642.0,639.0,639.0,58063600,-3.0,0
18/10/2016,639.0,641.0,636.0,638.0,65546700,-1.0,0
19/10/2016,638.0,639.0,628.0,631.0,69381696,-7.0,0
20/10/2016,631.0,632.0,628.0,631.0,56957300,0.0,0
21/10/2016,631.0,634.0,631.0,633.0,55951000,2.0,1
22/10/2016,633.0,658.0,633.0,657.0,78556496,24.0,1
23/10/2016,658.0,661.0,654.0,657.0,54474600,-1.0,0
24/10/2016,657.0,657.0,653.0,654.0,62218200,-3.0,0
25/10/2016,654.0,664.0,654.0,658.0,90378800,4.0,1
26/10/2016,658.0,680.0,658.0,678.0,88877104,20.0,1
27/10/2016,678.0,689.0,678.0,688.0,96105296,10.0,1
28/10/2016,688.0,690.0,684.0,690.0,81145504,2.0,1
29/10/2016,690.0,720.0,690.0,714.0,134760992,24.0,1
30/10/2016,714.0,714.0,696.0,702.0,100665000,-12.0,0
31/10/2016,703.0,709.0,692.0,701.0,97064400,-2.0,0
1/11/2016,701.0,736.0,701.0,730.0,130527000,29.0,1
2/11/2016,730.0,741.0,722.0,741.0,84865200,11.0,1
3/11/2016,742.0,746.0,678.0,689.0,172808000,-53.0,0
4/11/2016,689.0,707.0,686.0,703.0,99907696,14.0,1
5/11/2016,704.0,708.0,698.0,703.0,53752300,-1.0,0
6/11/2016,704.0,714.0,700.0,712.0,59902200,8.0,1
7/11/2016,711.0,711.0,700.0,703.0,65047100,-8.0,0
8/11/2016,703.0,713.0,702.0,710.0,79660800,7.0,1
9/11/2016,710.0,740.0,709.0,723.0,132429000,13.0,1
10/11/2016,723.0,723.0,711.0,716.0,68807800,-7.0,0
11/11/2016,716.0,718.0,714.0,716.0,63119700,0.0,0
12/11/2016,717.0,717.0,704.0,705.0,64622500,-12.0,0
13/11/2016,705.0,705.0,687.0,702.0,80318096,-3.0,0
14/11/2016,702.0,706.0,700.0,705.0,62993000,3.0,1
15/11/2016,706.0,716.0,705.0,712.0,72038496,6.0,1
16/11/2016,711.0,748.0,709.0,744.0,141294000,33.0,1
17/11/2016,745.0,756.0,740.0,741.0,108579000,-4.0,0
18/11/2016,741.0,753.0,737.0,752.0,87363104,11.0,1
19/11/2016,752.0,756.0,744.0,752.0,110608000,0.0,0
20/11/2016,752.0,755.0,718.0,731.0,154116000,-21.0,0
21/11/2016,731.0,742.0,731.0,739.0,60802400,8.0,1
22/11/2016,740.0,754.0,737.0,751.0,129906000,11.0,1
23/11/2016,752.0,752.0,739.0,745.0,76543800,-7.0,0
24/11/2016,745.0,747.0,733.0,740.0,85919296,-5.0,0
25/11/2016,740.0,742.0,735.0,742.0,67807600,2.0,1
26/11/2016,742.0,742.0,730.0,735.0,54962700,-7.0,0
27/11/2016,735.0,739.0,731.0,732.0,52601800,-3.0,0
28/11/2016,732.0,738.0,732.0,736.0,61888600,4.0,1
29/11/2016,736.0,737.0,735.0,736.0,68511104,0.0,0
30/11/2016,736.0,748.0,736.0,746.0,84070800,10.0,1
1/12/2016,746.0,758.0,746.0,757.0,80461904,11.0,1
2/12/2016,758.0,781.0,758.0,778.0,127605000,20.0,1
3/12/2016,778.0,778.0,765.0,771.0,69547296,-7.0,0
4/12/2016,772.0,774.0,768.0,774.0,60557900,2.0,1
5/12/2016,773.0,773.0,752.0,759.0,106363000,-14.0,0
6/12/2016,759.0,766.0,759.0,764.0,116218000,5.0,1
7/12/2016,764.0,772.0,760.0,768.0,96426096,4.0,1
8/12/2016,768.0,775.0,766.0,771.0,80111904,3.0,1
9/12/2016,770.0,775.0,770.0,773.0,68705296,3.0,1
10/12/2016,773.0,777.0,773.0,775.0,53843100,2.0,1
11/12/2016,775.0,775.0,765.0,770.0,57313400,-5.0,0
12/12/2016,770.0,782.0,770.0,780.0,76571000,10.0,1
13/12/2016,781.0,788.0,778.0,781.0,81645600,0.0,0
14/12/2016,780.0,782.0,777.0,781.0,75979000,1.0,1
15/12/2016,780.0,781.0,778.0,778.0,81580096,-2.0,0
16/12/2016,779.0,785.0,779.0,785.0,83608200,6.0,1
17/12/2016,785.0,793.0,785.0,791.0,78989800,6.0,1
18/12/2016,791.0,795.0,788.0,791.0,60524400,0.0,0
19/12/2016,791.0,794.0,790.0,793.0,74886400,2.0,1
20/12/2016,792.0,801.0,791.0,801.0,99629296,9.0,1
21/12/2016,801.0,834.0,799.0,834.0,155576000,33.0,1
22/12/2016,834.0,876.0,834.0,865.0,200027008,31.0,1
23/12/2016,865.0,925.0,865.0,922.0,275564000,57.0,1
24/12/2016,922.0,923.0,886.0,899.0,137727008,-23.0,0
25/12/2016,900.0,900.0,862.0,896.0,143664992,-4.0,0
26/12/2016,897.0,913.0,897.0,908.0,123771000,11.0,1
27/12/2016,908.0,940.0,904.0,933.0,167308000,25.0,1
28/12/2016,935.0,976.0,935.0,976.0,236630000,41.0,1
29/12/2016,975.0,979.0,955.0,973.0,199320000,-2.0,0
30/12/2016,973.0,973.0,935.0,961.0,187474000,-12.0,0
31/12/2016,961.0,964.0,947.0,964.0,99135104,3.0,1
1/01/2017,964.0,1.003,959.0,998.0,147775008,34.0,1
2/01/2017,999.0,1.031,997.0,1.022,222184992,-997.978,0
3/01/2017,1.022,1.044,1.022,1.044,185168000,0.02200000000000002,1
4/01/2017,1.044,1.159,1.044,1.155,344945984,0.11099999999999999,1
5/01/2017,1.157,1.191,910.0,1.013,510199008,-0.14400000000000013,0
6/01/2017,1.014,1.047,884.0,902.0,351876000,900.986,1
7/01/2017,903.0,909.0,824.0,909.0,279550016,6.0,1
8/01/2017,908.0,943.0,887.0,911.0,158715008,3.0,1
9/01/2017,913.0,914.0,880.0,903.0,141876992,-10.0,0
10/01/2017,902.0,915.0,901.0,908.0,115808000,6.0,1
11/01/2017,908.0,919.0,763.0,778.0,310928992,-130.0,0
12/01/2017,775.0,826.0,756.0,805.0,222326000,30.0,1
13/01/2017,804.0,829.0,780.0,824.0,168968000,20.0,1
14/01/2017,825.0,835.0,812.0,818.0,93063296,-7.0,0
15/01/2017,818.0,823.0,813.0,822.0,71013600,4.0,1
16/01/2017,822.0,835.0,820.0,832.0,82755200,10.0,1
17/01/2017,831.0,911.0,831.0,908.0,155095008,77.0,1
18/01/2017,909.0,917.0,858.0,887.0,225676992,-22.0,0
19/01/2017,888.0,905.0,884.0,899.0,105625000,11.0,1
20/01/2017,898.0,899.0,887.0,895.0,86728400,-3.0,0
21/01/2017,896.0,927.0,896.0,922.0,111158000,26.0,1
22/01/2017,922.0,938.0,898.0,925.0,116573000,3.0,1
23/01/2017,925.0,928.0,917.0,921.0,73588600,-4.0,0
24/01/2017,911.0,924.0,892.0,893.0,111349000,-18.0,0
25/01/2017,892.0,903.0,892.0,902.0,120831000,10.0,1
26/01/2017,902.0,919.0,902.0,918.0,131958000,16.0,1
27/01/2017,918.0,923.0,916.0,920.0,125594000,2.0,1
28/01/2017,920.0,924.0,920.0,922.0,68979600,2.0,1
29/01/2017,922.0,923.0,919.0,919.0,60851700,-3.0,0
30/01/2017,920.0,923.0,919.0,920.0,78227296,0.0,0
31/01/2017,921.0,972.0,921.0,970.0,164582000,49.0,1
1/02/2017,971.0,989.0,971.0,989.0,150110000,18.0,1
2/02/2017,990.0,1.014,983.0,1.012,145820992,-988.988,0
3/02/2017,1.011,1.034,1.009,1.03,201278000,0.019000000000000128,1
4/02/2017,1.031,1.046,1.015,1.043,155064000,0.01200000000000001,1
5/02/2017,1.044,1.044,1.022,1.027,114208000,-0.017000000000000126,0
6/02/2017,1.028,1.045,1.028,1.038,111762000,0.010000000000000009,1
7/02/2017,1.04,1.062,1.04,1.061,146007008,0.020999999999999908,1
8/02/2017,1.062,1.079,1.037,1.063,201855008,0.0009999999999998899,1
9/02/2017,1.065,1.089,953.0,994.0,407220000,992.935,1
10/02/2017,996.0,999.0,947.0,989.0,190452000,-7.0,0
11/02/2017,989.0,1.009,983.0,1.004,102261000,-987.996,0
12/02/2017,1.004,1.005,997.0,999.0,67530000,997.996,1
13/02/2017,999.0,1.002,976.0,991.0,100607000,-8.0,0
14/02/2017,992.0,1.012,986.0,1.005,137946000,-990.995,0
15/02/2017,1.006,1.009,1.002,1.007,89759400,0.0009999999999998899,1
16/02/2017,1.008,1.033,1.008,1.027,122277000,0.018999999999999906,1
17/02/2017,1.026,1.053,1.026,1.046,136474000,0.020000000000000018,1
